hello;olá
Rose was smart, but do you really think she just happened to overhear you? I've no doubt Councillor Andrews arranged for that to happen as well.;Rose foi esperta, mas você realmente acha que ela simplesmente ouviu você? Não tenho dúvidas de que o conselheiro Andrews providenciou para que isso acontecesse também.
6.15 Talking to Burntmeat after giving him the fake man;6.15 Conversando com Burntmeat depois de dar a ele o homem falso
Wolfbone's sent My Arm from the Troll Stronghold.;Wolfbone enviou Meu Braço da Fortaleza Troll.
No, I'll only give it to Sedridor.;Não, só darei ao Sedridor.
You cannot understand the ghost.;Você não consegue entender o fantasma.
How many 'bright pretties' do you want?;Quantos 'bonitos brilhantes' você quer?
6.7.1 Talking to her again after receiving the orb;6.7.1 Falando com ela novamente após receber o orbe
Sorry, I don't remember much about it, I'd had a fair bit to drink.;Desculpe, não me lembro muito sobre isso, bebi bastante.
No [lad/lass], you got it fair and square.;Não [rapaz/moça], você acertou de forma justa.
If it was anything important, I'll find it.;Se for algo importante, eu encontrarei.
Then I have nothing more to give. If you seek more of the knowledge, look to the Seal of Ithell. You'll find it on the middle level, to the south east. The light will guide the way...;Então não tenho mais nada para dar. Se você busca mais conhecimento, procure o Selo de Ithell. Você o encontrará no nível intermediário, a sudeste. A luz guiará o caminho...
Have you spoken to our wondrously fabulous creation yet?;Você já falou com nossa criação maravilhosamente fabulosa?
I was at Ver Sinhaza and I saw Vanstrom Klause and Ranis Drakan.;Eu estava no Ver Sinhaza e vi Vanstrom Klause e Ranis Drakan.
You would be more menacing if your weapon weren't quite so rotten.;Você seria mais ameaçador se sua arma não estivesse tão podre.
I'm not sure, I was hoping you could tell me.;Não tenho certeza, esperava que você pudesse me dizer.
Meow.;Miau.
2.9 Talking to main Clerk in West Ardougne;2.9 Conversando com o secretário principal em West Ardonha
Most gnomes don't really talk about him. Other than telling stories about him as if he was some sort of boogie-man.;A maioria dos gnomos realmente não fala sobre ele. Além de contar histórias sobre ele como se ele fosse uma espécie de bicho papão.
Awesome. Anything else I should know?;Incrível. Mais alguma coisa que eu deveria saber?
Please only talk to the King if it's important. He has a heavy burden to bear with the running of his Kingdom.;Por favor, só fale com o Rei se for importante. Ele tem um fardo pesado para carregar no governo de seu Reino.
3.2.6 Talking to the Witch before making the magnet;3.2.6 Conversando com a Bruxa antes de fazer o ímã
Hi, Your highness, did you think about what I said?;Olá, Alteza, você pensou no que eu disse?
What kinds of items?;Que tipos de itens?
Do you remember the Cadava potion you made for Juliet? Can you make another one for the Wise Old Man? He said you'd need to calibrate the dosage to suit his age.;Você se lembra da poção Cadava que você fez para Julieta? Você pode fazer outro para o Velho Sábio? Ele disse que você precisaria calibrar a dosagem para se adequar à idade dele.
What are you doing, casting spells in my house? Get out!;O que você está fazendo, lançando feitiços na minha casa? Sair!
The guards find the cell door key and remove it!;Os guardas encontram a chave da porta da cela e a removem!
Fluffs, poor Fluffs. She never hurt anyone.;Fluffs, pobres Fluffs. Ela nunca machucou ninguém.
4.1 Returning to Yanni Salika with the red mahogany;4.1 Voltando para Yanni Salika com o mogno vermelho
A bird helps you to fish?;Um pássaro ajuda você a pescar?
3.3 Jokul;3.3 Jokul
1 In need of your skills;1 Precisando de suas habilidades
1.1.1 Before convincing Siamun to deliver clothes;1.1.1 Antes de convencer Siamun a entregar roupas
Yes. I'd like to be 20 gold coins richer too.;Sim. Eu gostaria de ficar 20 moedas de ouro mais rico também.
8.2 When backing away from the player;8.2 Ao se afastar do jogador
You start plucking the chompy bird.;Você começa a depenar o pássaro chompy.
You prove to the guard the thread matches David's clothes.;Você prova ao guarda que a linha combina com as roupas de David.
You feel that you've translated enough words to read some of the text on the stone tablet.;Você sente que traduziu palavras suficientes para ler parte do texto na tábua de pedra.
Thanks for making that sword for me!;Obrigado por fazer essa espada para mim!
I have the rat's tail (ewww), I have the burnt meat, I don't have an onion, and I don't have an eye of newt.;Eu tenho rabo de rato (ewww), tenho carne queimada, não tenho cebola e não tenho olho de salamandra.
Osmumten's tomb. Who are these others you speak of?;Tumba de Osmumten. Quem são esses outros de quem você fala?
Well if you need any advice I'm always here, young one.;Bem, se precisar de algum conselho, estou sempre aqui, jovem.
Very well, thank you.;Muito bem, obrigado.
Do you have any final words?;Você tem alguma palavra final?
Commander Fullore begins to leave.;O Comandante Fullore começa a sair.
I think so. That navigator, Ithoi, always warned us that this kind of thing could happen, but I didn't think it could possibly be real. But now this has happened, and I think it's my fault.;Eu penso que sim. Aquele navegador, Ithoi, sempre nos avisou que esse tipo de coisa poderia acontecer, mas eu não achava que pudesse ser real. Mas agora isso aconteceu e acho que a culpa é minha.
I'm sure I'll be able to put it to good use.;Tenho certeza de que poderei fazer bom uso dele.
It's not regulation. Anyway you're not properly trained to deal with the plague.;Não é regulamentação. De qualquer forma, você não está devidamente treinado para lidar com a praga.
I cannot bear to think of the troubles he may bring us...;Não suporto pensar nos problemas que ele pode nos trazer...
You are currently on a members' world so you already have access to everything that being a member has to offer. Enjoy!;Você está atualmente em um mundo de membros, então já tem acesso a tudo o que ser membro tem a oferecer. Aproveitar!
Maybe we should get back to what I was saying...;Talvez devêssemos voltar ao que eu estava dizendo...
Prev;Anterior
I'm looking for a fight!;Estou procurando uma briga!
No? You seemed more than happy to kill King Tyras when it suited you. Burnt him alive in the middle of his own camp if I recall.;Não? You seemed more than happy to kill King Tyras when it suited you. Burnt him alive in the middle of his own camp if I recall.
So what's in this for me?;Então, o que isso traz para mim?
Is there a limit to how much you can bet?;Existe um limite de quanto você pode apostar?
We can help reinforce them.;Podemos ajudar a reforçá-los.
Fossil Island is also coated in various types of fungi. It must be connected!;Fossil Island também é revestida por vários tipos de fungos. Deve estar conectado!
Honestly, what kind of idiot would go around killing things just because a stranger told them to? What kind of oafish, numb-skulled, dim-witted...;Honestamente, que tipo de idiota sairia por aí matando coisas só porque um estranho mandou? Que tipo de idiota, estúpido, estúpido...
I'm more interested in your researches right now.;Estou mais interessado em suas pesquisas agora.
You dance well, [Sir/Madam].;Você dança bem, [Senhor/Senhora].
Dat is da bad fing creature...we's needs new Jiggig for da fallin' down jig.;Essa é uma criatura ruim ... precisamos de um novo Jiggig para cair no chão.
Great, I'll experiment on these! I think that Ulsquire might be keen to see some shade remains, if you take some over to him, he can possibly give you some extra information about them.;Ótimo, vou experimentar isso! Eu acho que Ulsquire pode estar interessado em ver alguns restos de sombra, se você levar alguns para ele, ele poderá lhe dar algumas informações extras sobre eles.
I think we use this as an opportunity to deal with two issues in one. Damien Leucurte has become a problem that needs to be resolved. He is also a noble, albeit a lesser one.;Acho que usamos isso como uma oportunidade para lidar com duas questões em uma. Damien Leucurte tornou-se um problema que precisa ser resolvido. Ele também é nobre, embora inferior.
Have you sorted my slaves out?;Você separou meus escravos?
A god?;Um deus?
Which dye did you want to sell?;Qual corante você queria vender?
Brine sabre;Sabre de salmoura
Upon unlocking the safe;Ao desbloquear o cofre
Quite. Now that we have all the ingredients for infinite arrows, we just need a container in which we can keep the components in the correct mutual alignment.;Bastante. Agora que temos todos os ingredientes para setas infinitas, só precisamos de um recipiente no qual possamos manter os componentes no alinhamento mútuo correto.
Er... Do I?;Er... eu?
This time-travelling stuff just has me a little worn out ok?;Essa coisa de viajar no tempo só me deixa um pouco desgastado, ok?
No, but you don't have to stay here.;Não, mas você não precisa ficar aqui.
What... what did that spider... DO to me? I... I feel so weak... I can hardly... think at all...;O que... o que aquela aranha... FEZ comigo? Eu... me sinto tão fraco... mal consigo... pensar...
This page was last modified on 13 October 2023, at 09;Esta página foi modificada pela última vez em 13 de outubro de 2023, às 09h00.
Hahahahahahahahahahahahaha!;Hahahahahahahahahahahaha!
Are you sure this isn't a trick? It could be a trap set by Vanescula?;Tem certeza de que isso não é um truque? Poderia ser uma armadilha preparada por Vanéscula?
The player runs off screen, and the rocks blow up, clearing the way to the ruins.;O jogador sai correndo da tela e as pedras explodem, abrindo caminho para as ruínas.
I'll have you know that I am a personal friend of the Captain, and he himself invited me aboard for a small cruise around Lunar Isle along with a variety of local delicacies and beverages!;Para que saibam que sou amigo pessoal do Capitão, e ele mesmo me convidou a bordo para um pequeno cruzeiro pela Ilha Lunar, juntamente com uma variedade de iguarias e bebidas locais!
